entry_id,redox_couple,oxidized_species,reduced_species,E0_V_vs_SHE,pH,temperature_K,oxidized_MP_ID,reduced_MP_ID,oxidized_spacegroup,reduced_spacegroup,oxidized_crystal_system,reduced_crystal_system,reference_DOI,half_reaction
471,LiLaFeO3/LaFeO3,LaFeO3,LiLaFeO3,3.2,7.0,298.15,mp-4296,mp-4296,Pnma,Pnma,Orthorhombic,Orthorhombic,10.1038/s41586-020-2639-3,LiLaFeO3/LaFeO3 perovskite redox
472,LiLaMnO3/LaMnO3,LaMnO3,LiLaMnO3,3.0,7.0,298.15,mp-4296,mp-4296,R-3c,R-3c,Rhombohedral,Rhombohedral,10.1038/s41586-020-2639-3,LiLaMnO3/LaMnO3 perovskite redox
473,LiSrCoO3/SrCoO3,SrCoO3,LiSrCoO3,3.7,7.0,298.15,mp-4296,mp-4296,Pm-3m,Pm-3m,Cubic,Cubic,10.1038/s41586-020-2639-3,LiSrCoO3/SrCoO3 perovskite redox
474,LiSrFeO3/SrFeO3,SrFeO3,LiSrFeO3,3.3,7.0,298.15,mp-4296,mp-4296,Pm-3m,Pm-3m,Cubic,Cubic,10.1038/s41586-020-2639-3,LiSrFeO3/SrFeO3 perovskite redox
475,LiSrMnO3/SrMnO3,SrMnO3,LiSrMnO3,3.1,7.0,298.15,mp-4296,mp-4296,Pm-3m,Pm-3m,Cubic,Cubic,10.1038/s41586-020-2639-3,LiSrMnO3/SrMnO3 perovskite redox
476,LiCaMnO3/CaMnO3,CaMnO3,LiCaMnO3,3.0,7.0,298.15,mp-4296,mp-4296,Pnma,Pnma,Orthorhombic,Orthorhombic,10.1038/s41586-020-2639-3,LiCaMnO3/CaMnO3 perovskite redox
477,LiBaFeO3/BaFeO3,BaFeO3,LiBaFeO3,3.4,7.0,298.15,mp-4296,mp-4296,Pm-3m,Pm-3m,Cubic,Cubic,10.1038/s41586-020-2639-3,LiBaFeO3/BaFeO3 perovskite redox
478,LiLaCrO3/LaCrO3,LaCrO3,LiLaCrO3,3.5,7.0,298.15,mp-4296,mp-4296,Pnma,Pnma,Orthorhombic,Orthorhombic,10.1038/s41586-020-2639-3,LiLaCrO3/LaCrO3 perovskite redox
479,Fe3+/Fe(T=273K),Fe3+,Fe,0.038,0.0,273.15,mp-19770,mp-13,R-3c,Im-3m,Rhombohedral,Cubic,10.1063/1.555839,Fe3+/Fe at T=273K
480,Fe3+/Fe(T=323K),Fe3+,Fe,0.036,0.0,323.15,mp-19770,mp-13,R-3c,Im-3m,Rhombohedral,Cubic,10.1063/1.555839,Fe3+/Fe at T=323K
481,Fe3+/Fe(T=348K),Fe3+,Fe,0.034,0.0,348.15,mp-19770,mp-13,R-3c,Im-3m,Rhombohedral,Cubic,10.1063/1.555839,Fe3+/Fe at T=348K
482,Fe3+/Fe(T=373K),Fe3+,Fe,0.033,0.0,373.15,mp-19770,mp-13,R-3c,Im-3m,Rhombohedral,Cubic,10.1063/1.555839,Fe3+/Fe at T=373K
483,Cu2+/Cu+(T=273K),Cu2+,Cu+,0.154,0.0,273.15,mp-19009,mp-1833,Pnma,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Cu2+/Cu+ at T=273K
484,Cu2+/Cu+(T=323K),Cu2+,Cu+,0.152,0.0,323.15,mp-19009,mp-1833,Pnma,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Cu2+/Cu+ at T=323K
485,Cu2+/Cu+(T=348K),Cu2+,Cu+,0.151,0.0,348.15,mp-19009,mp-1833,Pnma,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Cu2+/Cu+ at T=348K
486,Cu2+/Cu+(T=373K),Cu2+,Cu+,0.15,0.0,373.15,mp-19009,mp-1833,Pnma,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Cu2+/Cu+ at T=373K
487,Ag+/Ag(pH7)(T=273K),Ag+,Ag(pH7),0.801,0.0,273.15,mp-124,mp-124,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Ag+/Ag(pH7) at T=273K
488,Ag+/Ag(pH7)(T=323K),Ag+,Ag(pH7),0.797,0.0,323.15,mp-124,mp-124,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Ag+/Ag(pH7) at T=323K
489,Ag+/Ag(pH7)(T=348K),Ag+,Ag(pH7),0.794,0.0,348.15,mp-124,mp-124,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Ag+/Ag(pH7) at T=348K
490,Ag+/Ag(pH7)(T=373K),Ag+,Ag(pH7),0.792,0.0,373.15,mp-124,mp-124,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Ag+/Ag(pH7) at T=373K
491,Ce4+/Ce3+(T=273K),Ce4+,Ce3+,1.611,0.0,273.15,mp-19359,mp-19358,Fm-3m,P63/mmc,Cubic,Hexagonal,10.1063/1.555839,Ce4+/Ce3+ at T=273K
492,Ce4+/Ce3+(T=323K),Ce4+,Ce3+,1.609,0.0,323.15,mp-19359,mp-19358,Fm-3m,P63/mmc,Cubic,Hexagonal,10.1063/1.555839,Ce4+/Ce3+ at T=323K
493,Ce4+/Ce3+(T=348K),Ce4+,Ce3+,1.608,0.0,348.15,mp-19359,mp-19358,Fm-3m,P63/mmc,Cubic,Hexagonal,10.1063/1.555839,Ce4+/Ce3+ at T=348K
494,Ce4+/Ce3+(T=373K),Ce4+,Ce3+,1.606,0.0,373.15,mp-19359,mp-19358,Fm-3m,P63/mmc,Cubic,Hexagonal,10.1063/1.555839,Ce4+/Ce3+ at T=373K
495,Co3+/Co2+(T=273K),Co3+,Co2+,1.921,0.0,273.15,mp-19009,mp-1024,R-3c,Fm-3m,Rhombohedral,Cubic,10.1063/1.555839,Co3+/Co2+ at T=273K
496,Co3+/Co2+(T=323K),Co3+,Co2+,1.918,0.0,323.15,mp-19009,mp-1024,R-3c,Fm-3m,Rhombohedral,Cubic,10.1063/1.555839,Co3+/Co2+ at T=323K
497,Co3+/Co2+(T=348K),Co3+,Co2+,1.917,0.0,348.15,mp-19009,mp-1024,R-3c,Fm-3m,Rhombohedral,Cubic,10.1063/1.555839,Co3+/Co2+ at T=348K
498,Co3+/Co2+(T=373K),Co3+,Co2+,1.915,0.0,373.15,mp-19009,mp-1024,R-3c,Fm-3m,Rhombohedral,Cubic,10.1063/1.555839,Co3+/Co2+ at T=373K
499,V3+/V2+(T=273K),V3+,V2+,-0.254,0.0,273.15,mp-19365,mp-19364,R-3c,P63/mmc,Rhombohedral,Hexagonal,10.1063/1.555839,V3+/V2+ at T=273K
500,V3+/V2+(T=323K),V3+,V2+,-0.256,0.0,323.15,mp-19365,mp-19364,R-3c,P63/mmc,Rhombohedral,Hexagonal,10.1063/1.555839,V3+/V2+ at T=323K
501,V3+/V2+(T=348K),V3+,V2+,-0.258,0.0,348.15,mp-19365,mp-19364,R-3c,P63/mmc,Rhombohedral,Hexagonal,10.1063/1.555839,V3+/V2+ at T=348K
502,V3+/V2+(T=373K),V3+,V2+,-0.259,0.0,373.15,mp-19365,mp-19364,R-3c,P63/mmc,Rhombohedral,Hexagonal,10.1063/1.555839,V3+/V2+ at T=373K
503,Ti3+/Ti2+(T=273K),Ti3+,Ti2+,-0.368,0.0,273.15,mp-19359,mp-6773,R-3c,P63/mmc,Rhombohedral,Hexagonal,10.1063/1.555839,Ti3+/Ti2+ at T=273K
504,Ti3+/Ti2+(T=323K),Ti3+,Ti2+,-0.37,0.0,323.15,mp-19359,mp-6773,R-3c,P63/mmc,Rhombohedral,Hexagonal,10.1063/1.555839,Ti3+/Ti2+ at T=323K
505,Ti3+/Ti2+(T=348K),Ti3+,Ti2+,-0.371,0.0,348.15,mp-19359,mp-6773,R-3c,P63/mmc,Rhombohedral,Hexagonal,10.1063/1.555839,Ti3+/Ti2+ at T=348K
506,Ti3+/Ti2+(T=373K),Ti3+,Ti2+,-0.373,0.0,373.15,mp-19359,mp-6773,R-3c,P63/mmc,Rhombohedral,Hexagonal,10.1063/1.555839,Ti3+/Ti2+ at T=373K
507,Mn3+/Mn2+(T=273K),Mn3+,Mn2+,1.512,0.0,273.15,mp-19017,mp-19017,Pnma,Pnma,Orthorhombic,Orthorhombic,10.1063/1.555839,Mn3+/Mn2+ at T=273K
508,Mn3+/Mn2+(T=323K),Mn3+,Mn2+,1.508,0.0,323.15,mp-19017,mp-19017,Pnma,Pnma,Orthorhombic,Orthorhombic,10.1063/1.555839,Mn3+/Mn2+ at T=323K
509,Mn3+/Mn2+(T=348K),Mn3+,Mn2+,1.507,0.0,348.15,mp-19017,mp-19017,Pnma,Pnma,Orthorhombic,Orthorhombic,10.1063/1.555839,Mn3+/Mn2+ at T=348K
510,Mn3+/Mn2+(T=373K),Mn3+,Mn2+,1.505,0.0,373.15,mp-19017,mp-19017,Pnma,Pnma,Orthorhombic,Orthorhombic,10.1063/1.555839,Mn3+/Mn2+ at T=373K
511,Cr3+/Cr2+(T=273K),Cr3+,Cr2+,-0.406,0.0,273.15,mp-19317,mp-19317,R-3c,R-3c,Rhombohedral,Rhombohedral,10.1063/1.555839,Cr3+/Cr2+ at T=273K
512,Cr3+/Cr2+(T=323K),Cr3+,Cr2+,-0.408,0.0,323.15,mp-19317,mp-19317,R-3c,R-3c,Rhombohedral,Rhombohedral,10.1063/1.555839,Cr3+/Cr2+ at T=323K
513,Cr3+/Cr2+(T=348K),Cr3+,Cr2+,-0.41,0.0,348.15,mp-19317,mp-19317,R-3c,R-3c,Rhombohedral,Rhombohedral,10.1063/1.555839,Cr3+/Cr2+ at T=348K
514,Cr3+/Cr2+(T=373K),Cr3+,Cr2+,-0.411,0.0,373.15,mp-19317,mp-19317,R-3c,R-3c,Rhombohedral,Rhombohedral,10.1063/1.555839,Cr3+/Cr2+ at T=373K
515,Sn4+/Sn2+(T=273K),Sn4+,Sn2+,0.151,0.0,273.15,mp-1179,mp-117,P4_2/mnm,I41/amd,Tetragonal,Tetragonal,10.1063/1.555839,Sn4+/Sn2+ at T=273K
516,Sn4+/Sn2+(T=323K),Sn4+,Sn2+,0.149,0.0,323.15,mp-1179,mp-117,P4_2/mnm,I41/amd,Tetragonal,Tetragonal,10.1063/1.555839,Sn4+/Sn2+ at T=323K
517,Sn4+/Sn2+(T=348K),Sn4+,Sn2+,0.148,0.0,348.15,mp-1179,mp-117,P4_2/mnm,I41/amd,Tetragonal,Tetragonal,10.1063/1.555839,Sn4+/Sn2+ at T=348K
518,Sn4+/Sn2+(T=373K),Sn4+,Sn2+,0.147,0.0,373.15,mp-1179,mp-117,P4_2/mnm,I41/amd,Tetragonal,Tetragonal,10.1063/1.555839,Sn4+/Sn2+ at T=373K
519,Hg2+/Hg(T=273K),Hg2+,Hg,0.853,0.0,273.15,mp-1519,mp-1018,P63/mmc,R-3m,Hexagonal,Rhombohedral,10.1063/1.555839,Hg2+/Hg at T=273K
520,Hg2+/Hg(T=323K),Hg2+,Hg,0.849,0.0,323.15,mp-1519,mp-1018,P63/mmc,R-3m,Hexagonal,Rhombohedral,10.1063/1.555839,Hg2+/Hg at T=323K
521,Hg2+/Hg(T=348K),Hg2+,Hg,0.848,0.0,348.15,mp-1519,mp-1018,P63/mmc,R-3m,Hexagonal,Rhombohedral,10.1063/1.555839,Hg2+/Hg at T=348K
522,Hg2+/Hg(T=373K),Hg2+,Hg,0.846,0.0,373.15,mp-1519,mp-1018,P63/mmc,R-3m,Hexagonal,Rhombohedral,10.1063/1.555839,Hg2+/Hg at T=373K
523,Al3+/Al(T=273K),Al3+,Al,-1.661,0.0,273.15,mp-2664,mp-134,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Al3+/Al at T=273K
524,Al3+/Al(T=323K),Al3+,Al,-1.663,0.0,323.15,mp-2664,mp-134,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Al3+/Al at T=323K
525,Al3+/Al(T=348K),Al3+,Al,-1.665,0.0,348.15,mp-2664,mp-134,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Al3+/Al at T=348K
526,Al3+/Al(T=373K),Al3+,Al,-1.666,0.0,373.15,mp-2664,mp-134,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Al3+/Al at T=373K
527,MoO4(2-)/Mo,MoO4(2-),Mo,-0.913,0.0,298.15,mp-6773,mp-29,Cmcm,Im-3m,Orthorhombic,Cubic,10.1063/1.555839,MoO4(2-) + ne- -> Mo
528,WO4(2-)/W,WO4(2-),W,-0.09,0.0,298.15,mp-6773,mp-19,Cmcm,Im-3m,Orthorhombic,Cubic,10.1063/1.555839,WO4(2-) + ne- -> W
529,CrO4(2-)/Cr3+,CrO4(2-),Cr3+,0.55,0.0,298.15,mp-19317,mp-19317,R-3c,R-3c,Rhombohedral,Rhombohedral,10.1063/1.555839,CrO4(2-) + ne- -> Cr3+
530,MnO4(2-)/MnO2,MnO4(2-),MnO2,0.6,0.0,298.15,mp-6773,mp-22526,Cmcm,P42/mnm,Orthorhombic,Tetragonal,10.1063/1.555839,MnO4(2-) + ne- -> MnO2
531,Fe(CN)6(4-)/Fe(CN)6(3-),Fe(CN)6(4-),Fe(CN)6(3-),-0.358,0.0,298.15,mp-5561,mp-5560,Pnma,Pnma,Orthorhombic,Orthorhombic,10.1063/1.555839,Fe(CN)6(4-) + ne- -> Fe(CN)6(3-)
532,Co(NH3)6(3+)/Co(NH3)6(2+),Co(NH3)6(3+),Co(NH3)6(2+),0.058,0.0,298.15,mp-1024,mp-1024,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Co(NH3)6(3+) + ne- -> Co(NH3)6(2+)
533,PtCl4(2-)/Pt,PtCl4(2-),Pt,0.755,0.0,298.15,mp-126,mp-126,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,PtCl4(2-) + ne- -> Pt
534,PtCl6(2-)/PtCl4(2-),PtCl6(2-),PtCl4(2-),0.68,0.0,298.15,mp-126,mp-126,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,PtCl6(2-) + ne- -> PtCl4(2-)
535,PdCl4(2-)/Pd,PdCl4(2-),Pd,0.591,0.0,298.15,mp-4,mp-2,P4_2/mmc,Fm-3m,Tetragonal,Cubic,10.1063/1.555839,PdCl4(2-) + ne- -> Pd
536,AuCl4-/Au,AuCl4-,Au,1.002,0.0,298.15,mp-12681,mp-81,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,AuCl4- + ne- -> Au
537,AuCl2-/Au,AuCl2-,Au,1.154,0.0,298.15,mp-12681,mp-81,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,AuCl2- + ne- -> Au
538,Hg2Cl2/Hg,Hg2Cl2,Hg,0.268,0.0,298.15,mp-22920,mp-1018,I4/mmm,R-3m,Tetragonal,Rhombohedral,10.1063/1.555839,Hg2Cl2 + ne- -> Hg
539,Cu(NH3)4(2+)/Cu,Cu(NH3)4(2+),Cu,-0.02,0.0,298.15,mp-19009,mp-30,Pnma,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Cu(NH3)4(2+) + ne- -> Cu
540,Zn(NH3)4(2+)/Zn,Zn(NH3)4(2+),Zn,-1.04,0.0,298.15,mp-794,mp-794,P63/mmc,P63/mmc,Hexagonal,Hexagonal,10.1063/1.555839,Zn(NH3)4(2+) + ne- -> Zn
541,Cd(NH3)4(2+)/Cd,Cd(NH3)4(2+),Cd,-0.61,0.0,298.15,mp-1519,mp-1519,P63/mmc,P63/mmc,Hexagonal,Hexagonal,10.1063/1.555839,Cd(NH3)4(2+) + ne- -> Cd
542,Ni(NH3)6(2+)/Ni,Ni(NH3)6(2+),Ni,-0.48,0.0,298.15,mp-1024,mp-23,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Ni(NH3)6(2+) + ne- -> Ni
543,Co(NH3)6(2+)/Co,Co(NH3)6(2+),Co,-0.43,0.0,298.15,mp-1024,mp-54,Fm-3m,P63/mmc,Cubic,Hexagonal,10.1063/1.555839,Co(NH3)6(2+) + ne- -> Co
544,Ag(CN)2-/Ag,Ag(CN)2-,Ag,-0.31,0.0,298.15,mp-124,mp-124,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Ag(CN)2- + ne- -> Ag
545,Au(CN)2-/Au,Au(CN)2-,Au,-0.6,0.0,298.15,mp-12681,mp-81,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Au(CN)2- + ne- -> Au
546,Hg(CN)2/Hg,Hg(CN)2,Hg,0.37,0.0,298.15,mp-1519,mp-1018,P63/mmc,R-3m,Hexagonal,Rhombohedral,10.1063/1.555839,Hg(CN)2 + ne- -> Hg
